kp_id,name,subject,subject_zh,stage,grade,curriculum,domain,path,curriculum_points_count,excerpts_count,curriculum_md_chars,has_curriculum_md,textbook_chapter,textbook_chars,has_usable_textbook,exercises_count,errors_count,interactive_count,real_world_count,has_teaching_methods,has_extensions,gap_count,gaps,quality_flags
geo-m-china-regions,中国四大地理区域,geography,地理,middle,8,cn,中国区域地理,data/kp/geography/geo-m-china-regions.json,3,3,0,False,第5-9章,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-china-resources,中国自然资源,geography,地理,middle,8,cn,中国地理,data/kp/geography/geo-m-china-resources.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-china-rivers,中国河流湖泊,geography,地理,middle,8,cn,中国地理,data/kp/geography/geo-m-china-rivers.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-china-terrain,中国地形与地势,geography,地理,middle,8,cn,中国地理,data/kp/geography/geo-m-china-terrain.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-china-transportation,中国交通运输,geography,地理,middle,8,cn,中国经济地理,data/kp/geography/geo-m-china-transportation.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-climate-basics,气候基础（天气/气温/降水）,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-climate-basics.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-climate-m,世界气候类型与分布,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-climate-m.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-continents-oceans,大洲大洋与海陆变迁,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-continents-oceans.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-earth-basics,地球基础知识,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-earth-basics.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-earth-motion-m,地球的自转与公转,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-earth-motion-m.json,4,4,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-earth-shape-size,地球的形状与大小,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-earth-shape-size.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-four-regions,北方、南方、西北、青藏地区,geography,地理,middle,8,cn,中国区域地理,data/kp/geography/geo-m-four-regions.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-globe-coordinates,经纬网与地球坐标,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-globe-coordinates.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-map-reading,地图的阅读（比例尺/方向/图例）,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-map-reading.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-north-south,北方与南方地区对比,geography,地理,middle,8,cn,中国区域地理,data/kp/geography/geo-m-north-south.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-northwest-qinghai,西北与青藏地区,geography,地理,middle,8,cn,中国区域地理,data/kp/geography/geo-m-northwest-qinghai.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-pearl-river-delta,珠江三角洲,geography,地理,middle,8,cn,中国区域地理,data/kp/geography/geo-m-pearl-river-delta.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-population-distribution,世界人口与人种,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-population-distribution.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-seasons-m,四季更替与昼夜长短,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-seasons-m.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-terrain-types,世界地形类型,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-terrain-types.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-topographic-map,等高线与地形图,geography,地理,middle,7,cn,地球与地图,data/kp/geography/geo-m-topographic-map.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-world-countries,世界主要国家（日/俄/美/澳/巴西等）,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-world-countries.json,4,4,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-world-regions,世界地理分区,geography,地理,middle,7,cn,世界地理,data/kp/geography/geo-m-world-regions.json,3,3,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
geo-m-yangtze-delta,长江三角洲,geography,地理,middle,8,cn,中国区域地理,data/kp/geography/geo-m-yangtze-delta.json,2,2,0,False,,376,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-age-of-exploration,新航路开辟与殖民扩张,history,历史,high,11,cn,世界近现代史,data/kp/history/hist-h-age-of-exploration.json,2,2,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-ancient-civ,中华文明起源（史前·新石器）,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-ancient-civ.json,2,2,0,False,,2105,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-ancient-civ-h,古代亚非欧文明,history,历史,high,11,cn,世界古代中世纪史,data/kp/history/hist-h-ancient-civ-h.json,3,3,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-ancient-culture,中国古代思想文化,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-ancient-culture.json,3,3,0,False,,2253,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-ancient-economy,古代经济（农业/手工业/商业）,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-ancient-economy.json,2,2,0,False,,2169,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-ancient-thought,古代思想文化（儒/道/法/佛）,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-ancient-thought.json,2,2,0,False,,2169,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-bourgeois-revolution,资产阶级革命与资本主义制度确立,history,历史,high,11,cn,世界近现代史,data/kp/history/hist-h-bourgeois-revolution.json,3,3,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-classical-civ,古典文明（希腊/罗马）,history,历史,high,11,cn,世界古代中世纪史,data/kp/history/hist-h-classical-civ.json,3,3,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-cold-war-h,冷战格局,history,历史,high,12,cn,世界近现代史,data/kp/history/hist-h-cold-war-h.json,3,3,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-colonialism-liberation,世界殖民体系与亚非拉民族独立运动,history,历史,high,11,cn,世界近现代史,data/kp/history/hist-h-colonialism-liberation.json,3,3,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-cultural-thought-history,文化史与思想史,history,历史,high,12,cn,专题史（选择性必修）,data/kp/history/hist-h-cultural-thought-history.json,3,3,0,False,,2230,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-early-state,中华文明的起源与早期国家,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-early-state.json,2,2,0,False,第1单元,2169,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-economic-history,经济史与社会生活,history,历史,high,11,cn,专题史（选择性必修）,data/kp/history/hist-h-economic-history.json,3,3,0,False,,2230,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-enlightenment,文艺复兴、宗教改革与启蒙运动,history,历史,high,11,cn,世界近现代史,data/kp/history/hist-h-enlightenment.json,2,2,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-feudal-system,秦汉统一与中央集权制度,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-feudal-system.json,2,2,0,False,,2162,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-globalization-h,全球化与多极化,history,历史,high,12,cn,世界近现代史,data/kp/history/hist-h-globalization-h.json,3,3,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-ideological-liberation,思想解放潮流,history,历史,high,12,cn,专题史（选择性必修）,data/kp/history/hist-h-ideological-liberation.json,3,3,0,False,,2230,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-imperial-system,隋唐至明清政治制度演变,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-imperial-system.json,2,2,0,False,,2103,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-industrial-rev-h,工业革命,history,历史,high,11,cn,世界近现代史,data/kp/history/hist-h-industrial-rev-h.json,2,2,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-marxism-russian,马克思主义与俄国革命,history,历史,high,11,cn,世界近现代史,data/kp/history/hist-h-marxism-russian.json,2,2,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-medieval-h,中古时期（欧洲/亚洲/非洲美洲）,history,历史,high,11,cn,世界古代中世纪史,data/kp/history/hist-h-medieval-h.json,3,3,0,False,,2297,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-new-democracy,新民主主义革命,history,历史,high,10,cn,中国近现代史,data/kp/history/hist-h-new-democracy.json,2,2,0,False,第1-5单元,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-opium-war-h,鸦片战争与近代中国,history,历史,high,10,cn,中国近现代史,data/kp/history/hist-h-opium-war-h.json,2,2,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-political-system-evolution,中外政治制度演变,history,历史,high,11,cn,专题史（选择性必修）,data/kp/history/hist-h-political-system-evolution.json,3,3,0,False,,2230,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-prc-establishment,中华人民共和国成立,history,历史,high,11,cn,中国近现代史,data/kp/history/hist-h-prc-establishment.json,2,2,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-pre-qin,先秦（夏商周·春秋战国）,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-pre-qin.json,3,3,0,False,,2169,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-qin-han-empire,秦汉帝国,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-qin-han-empire.json,2,2,0,False,,2162,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-reform-comparison,中外改革比较,history,历史,high,12,cn,专题史（选择性必修）,data/kp/history/hist-h-reform-comparison.json,3,3,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-reform-opening,改革开放,history,历史,high,11,cn,中国近现代史,data/kp/history/hist-h-reform-opening.json,2,2,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-reform-revolution-h,戊戌变法与辛亥革命,history,历史,high,10,cn,中国近现代史,data/kp/history/hist-h-reform-revolution-h.json,2,2,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-science-technology-h,科技史,history,历史,high,12,cn,专题史（选择性必修）,data/kp/history/hist-h-science-technology-h.json,3,3,0,False,,2230,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-semi-colonial,半殖民地半封建社会的形成,history,历史,high,10,cn,中国近现代史,data/kp/history/hist-h-semi-colonial.json,2,2,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-song-yuan-ming-qing-h,宋元明清,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-song-yuan-ming-qing-h.json,2,2,0,False,,2253,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-two-world-wars,两次世界大战,history,历史,high,12,cn,世界近现代史,data/kp/history/hist-h-two-world-wars.json,3,3,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-wei-jin-tang,三国两晋南北朝与隋唐,history,历史,high,10,cn,中国古代史,data/kp/history/hist-h-wei-jin-tang.json,1,1,0,False,,2055,True,1,3,0,0,False,False,6,curriculum_points<2;excerpts<2;missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-h-xinhai-modern,辛亥革命与民国建立,history,历史,high,10,cn,中国近现代史,data/kp/history/hist-h-xinhai-modern.json,2,2,0,False,,1836,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-american-revolution,美国独立战争,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-american-revolution.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-ancient-civilizations,古代亚非文明（古埃及/古巴比伦/古印度）,history,历史,middle,9,cn,世界古代史,data/kp/history/hist-m-ancient-civilizations.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-ancient-culture,中国古代文化成就,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-ancient-culture.json,4,4,0,False,,2233,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-anti-japan-war,抗日战争,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-anti-japan-war.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-china-reform-opening,改革开放与中国特色社会主义,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-china-reform-opening.json,2,2,0,False,社区上传补充节点,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-cold-war,冷战格局,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-cold-war.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-cpc-founding,中国共产党的诞生,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-cpc-founding.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-decolonization,亚非拉民族解放运动,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-decolonization.json,2,2,0,False,社区上传补充节点,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-early-civilizations,早期国家的形成,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-early-civilizations.json,4,4,0,False,,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-english-revolution,英国资产阶级革命,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-english-revolution.json,2,2,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-french-revolution,法国大革命,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-french-revolution.json,2,2,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-globalization,全球化与多极化,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-globalization.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-greece-rome,古希腊与古罗马文明,history,历史,middle,9,cn,世界古代史,data/kp/history/hist-m-greece-rome.json,2,2,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-imperial-unification,秦汉统一多民族国家,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-imperial-unification.json,3,3,0,False,,2142,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-industrial-revolution,工业革命,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-industrial-revolution.json,2,2,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-industrial-revolution-modernization,工业革命与近代化,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-industrial-revolution-modernization.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-liberation-war,解放战争,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-liberation-war.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-may-fourth-movement,五四运动,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-may-fourth-movement.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-medieval-europe,中世纪欧洲,history,历史,middle,9,cn,世界古代史,data/kp/history/hist-m-medieval-europe.json,2,2,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-ming-qing-decline,明清衰落与闭关锁国,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-ming-qing-decline.json,3,3,0,False,,2273,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-ming-qing-economy,明清经济发展与对外关系,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-ming-qing-economy.json,2,2,0,False,社区上传补充节点,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-modern-china-development,新中国成立与发展,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-modern-china-development.json,2,2,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-modern-world-formation,资本主义制度初步确立,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-modern-world-formation.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-mongol-empire,蒙古崛起与元朝统一,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-mongol-empire.json,2,2,0,False,社区上传补充节点,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-new-democratic-revolution,新民主主义革命,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-new-democratic-revolution.json,2,2,0,False,第1-5单元,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-northern-expedition,北伐战争与南京国民政府,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-northern-expedition.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-opium-war,鸦片战争,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-opium-war.json,2,2,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-opium-war-era,鸦片战争后的中国,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-opium-war-era.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-prehistoric,史前时期（元谋人/北京人/半坡/河姆渡）,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-prehistoric.json,3,3,0,False,,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-qin-han-unification,秦汉大一统,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-qin-han-unification.json,3,3,0,False,第3单元,2142,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-reform-1898,戊戌变法,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-reform-1898.json,2,2,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-reform-revolution,改革与革命,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-reform-revolution.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-renaissance,文艺复兴与宗教改革,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-renaissance.json,2,2,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-russian-revolution,俄国十月革命,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-russian-revolution.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-scientific-revolution,欧洲科学革命与启蒙运动,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-scientific-revolution.json,2,2,0,False,社区上传补充节点,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-silk-road,丝绸之路与东西方交流,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-silk-road.json,2,2,0,False,社区上传补充节点,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-song-technology,宋代科技与社会生活,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-song-technology.json,2,2,0,False,社区上传补充节点,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-song-yuan-ming-qing,宋元明清,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-song-yuan-ming-qing.json,4,4,0,False,,2233,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-spring-autumn-warring,春秋战国,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-spring-autumn-warring.json,3,3,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-sui-tang-ruling,隋唐制度与盛世,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-sui-tang-ruling.json,2,2,0,False,社区上传补充节点,2085,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-taiping-westernization,太平天国运动与洋务运动,history,历史,middle,8,cn,中国近代史,data/kp/history/hist-m-taiping-westernization.json,2,2,0,False,,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-tang-song-prosperity,唐宋繁荣,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-tang-song-prosperity.json,4,4,0,False,,2083,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-three-kingdoms-sui-tang,三国两晋南北朝与隋唐,history,历史,middle,7,cn,中国古代史,data/kp/history/hist-m-three-kingdoms-sui-tang.json,4,4,0,False,,2035,True,2,3,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-united-nations,联合国与战后国际秩序,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-united-nations.json,2,2,0,False,社区上传补充节点,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-world-wars-cold-war,两次世界大战与冷战,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-world-wars-cold-war.json,3,3,0,False,第3-5单元,1816,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
hist-m-ww1,第一次世界大战,history,历史,middle,9,cn,世界近现代史,data/kp/history/hist-m-ww1.json,3,3,0,False,,2277,True,1,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
